DOIs,Table_topic,Material,Tensile_name,Tensile_value,Tensile_unit,Yield_name,Yield_value,Yield_unit,Elongation_name,Elongation_value,Elongation_unit,H,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Y,Zr,Nb,Mo,Sn,Sb,La,Ce,Ta,W,Pb,Bi,Text
10.1007/s12540-018-0173-9,"Table 4 Tensile properties before and after 1% pre-strain and thermal aging treatment at the temperature of 200 °C and 250 °C of the API X60, X70, and X80 pipeline steels",X70,Tensile strength (MPa),608,MPa,Yield strength (MPa),499,MPa,Total elongation (%),27.3,%,0,0,0.07,0,0,0,0,0,0,0.25,0.0075,0.0075,0,0,0.06,0.06,0.15,1.7,0,0,0.15,0,0,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,"After reheating treatment at temperatures above 1100 °C, the X60 steel was rolled in austenite recrystallization region, while the X70 and X80 steels were rolled in austenite non-recrystallization region where fine elongated austenite grains can be obtained by rolling with a high rolling reduction ratio above 70%. The hot-rolled steel plates were rapidly cooled from start cooling temperatures above Ar3 to finish cooling temperatures between 500 and 600 °C at various cooling rates. Steel specimens obtained from the 1/2 thickness location of the rolled steel plates were mechanically polished and etched by a 3% Nital solution. Sub-size round tensile specimens with a gage diameter of 6.3 mm and a gage length of 25.4 mm were obtained from the 1/2 thickness of rolled plates in the longitudinal direction."
10.1007/s12540-018-0173-9,"Table 4 Tensile properties before and after 1% pre-strain and thermal aging treatment at the temperature of 200 °C and 250 °C of the API X60, X70, and X80 pipeline steels",X70,Tensile strength (MPa),621,MPa,Yield strength (MPa),567,MPa,Total elongation (%),26.1,%,0,0,0.07,0,0,0,0,0,0,0.25,0.0075,0.0075,0,0,0.06,0.06,0.15,1.7,0,0,0.15,0,0,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,"After reheating treatment at temperatures above 1100 °C, the X60 steel was rolled in austenite recrystallization region, while the X70 and X80 steels were rolled in austenite non-recrystallization region where fine elongated austenite grains can be obtained by rolling with a high rolling reduction ratio above 70%. The hot-rolled steel plates were rapidly cooled from start cooling temperatures above Ar3 to finish cooling temperatures between 500 and 600 °C at various cooling rates. Steel specimens obtained from the 1/2 thickness location of the rolled steel plates were mechanically polished and etched by a 3% Nital solution. Sub-size round tensile specimens with a gage diameter of 6.3 mm and a gage length of 25.4 mm were obtained from the 1/2 thickness of rolled plates in the longitudinal direction. To simulate pipe forming and coating processes, some specimens were additionally pre-strained to 1% and heat-treated at 200 °C for 5 min."
10.1007/s12540-018-0173-9,"Table 4 Tensile properties before and after 1% pre-strain and thermal aging treatment at the temperature of 200 °C and 250 °C of the API X60, X70, and X80 pipeline steels",X70,Tensile strength (MPa),631,MPa,Yield strength (MPa),608,MPa,Total elongation (%),24.9,%,0,0,0.07,0,0,0,0,0,0,0.25,0.0075,0.0075,0,0,0.06,0.06,0.15,1.7,0,0,0.15,0,0,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,"After reheating treatment at temperatures above 1100 °C, the X60 steel was rolled in austenite recrystallization region, while the X70 and X80 steels were rolled in austenite non-recrystallization region where fine elongated austenite grains can be obtained by rolling with a high rolling reduction ratio above 70%. The hot-rolled steel plates were rapidly cooled from start cooling temperatures above Ar3 to finish cooling temperatures between 500 and 600 °C at various cooling rates. Steel specimens obtained from the 1/2 thickness location of the rolled steel plates were mechanically polished and etched by a 3% Nital solution. Sub-size round tensile specimens with a gage diameter of 6.3 mm and a gage length of 25.4 mm were obtained from the 1/2 thickness of rolled plates in the longitudinal direction. To simulate pipe forming and coating processes, some specimens were additionally pre-strained to 1% and heat-treated at 250 °C for 5 min."
10.1007/s12540-018-0173-9,"Table 4 Tensile properties before and after 1% pre-strain and thermal aging treatment at the temperature of 200 °C and 250 °C of the API X60, X70, and X80 pipeline steels",X80,Tensile strength (MPa),692,MPa,Yield strength (MPa),578,MPa,Total elongation (%),27,%,0,0,0.08,0,0,0,0,0,0,0.24,0.0075,0.0075,0,0,0.06,0.06,0.15,1.8,0,0,0.15,0,0,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,"After reheating treatment at temperatures above 1100 °C, the X60 steel was rolled in austenite recrystallization region, while the X70 and X80 steels were rolled in austenite non-recrystallization region where fine elongated austenite grains can be obtained by rolling with a high rolling reduction ratio above 70%. The hot-rolled steel plates were rapidly cooled from start cooling temperatures above Ar3 to finish cooling temperatures between 500 and 600 °C at various cooling rates. Steel specimens obtained from the 1/2 thickness location of the rolled steel plates were mechanically polished and etched by a 3% Nital solution. Sub-size round tensile specimens with a gage diameter of 6.3 mm and a gage length of 25.4 mm were obtained from the 1/2 thickness of rolled plates in the longitudinal direction."
10.1007/s12540-018-0173-9,"Table 4 Tensile properties before and after 1% pre-strain and thermal aging treatment at the temperature of 200 °C and 250 °C of the API X60, X70, and X80 pipeline steels",X80,Tensile strength (MPa),700,MPa,Yield strength (MPa),623,MPa,Total elongation (%),26.3,%,0,0,0.08,0,0,0,0,0,0,0.24,0.0075,0.0075,0,0,0.06,0.06,0.15,1.8,0,0,0.15,0,0,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,"After reheating treatment at temperatures above 1100 °C, the X60 steel was rolled in austenite recrystallization region, while the X70 and X80 steels were rolled in austenite non-recrystallization region where fine elongated austenite grains can be obtained by rolling with a high rolling reduction ratio above 70%. The hot-rolled steel plates were rapidly cooled from start cooling temperatures above Ar3 to finish cooling temperatures between 500 and 600 °C at various cooling rates. Steel specimens obtained from the 1/2 thickness location of the rolled steel plates were mechanically polished and etched by a 3% Nital solution. Sub-size round tensile specimens with a gage diameter of 6.3 mm and a gage length of 25.4 mm were obtained from the 1/2 thickness of rolled plates in the longitudinal direction. To simulate pipe forming and coating processes, some specimens were additionally pre-strained to 1% and heat-treated at 200 °C for 5 min."
10.1007/s12540-018-0173-9,"Table 4 Tensile properties before and after 1% pre-strain and thermal aging treatment at the temperature of 200 °C and 250 °C of the API X60, X70, and X80 pipeline steels",X80,Tensile strength (MPa),703,MPa,Yield strength (MPa),667,MPa,Total elongation (%),26.2,%,0,0,0.08,0,0,0,0,0,0,0.24,0.0075,0.0075,0,0,0.06,0.06,0.15,1.8,0,0,0.15,0,0,0,0,0,0.06,0.15,0,0,0,0,0,0,0,0,"After reheating treatment at temperatures above 1100 °C, the X60 steel was rolled in austenite recrystallization region, while the X70 and X80 steels were rolled in austenite non-recrystallization region where fine elongated austenite grains can be obtained by rolling with a high rolling reduction ratio above 70%. The hot-rolled steel plates were rapidly cooled from start cooling temperatures above Ar3 to finish cooling temperatures between 500 and 600 °C at various cooling rates. Steel specimens obtained from the 1/2 thickness location of the rolled steel plates were mechanically polished and etched by a 3% Nital solution. Sub-size round tensile specimens with a gage diameter of 6.3 mm and a gage length of 25.4 mm were obtained from the 1/2 thickness of rolled plates in the longitudinal direction. To simulate pipe forming and coating processes, some specimens were additionally pre-strained to 1% and heat-treated at 250 °C for 5 min."
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQ,Tensile strength/MPa,1130,MPa,Yield strength/MPa,1030,MPa,Total elongation/%,14.3,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched)."
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQT,Tensile strength/MPa,1180,MPa,Yield strength/MPa,1160,MPa,Total elongation/%,15.3,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched).The tempering temperature and time was 500 °C and 2 h, respectively. "
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA600,Tensile strength/MPa,1040,MPa,Yield strength/MPa,1015,MPa,Total elongation/%,23,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 600  °C and the annealing time was 1.5 h."
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA615,Tensile strength/MPa,1020,MPa,Yield strength/MPa,1000,MPa,Total elongation/%,24.2,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 615 °C and the annealing time was 1.5 h."
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA630,Tensile strength/MPa,980,MPa,Yield strength/MPa,935,MPa,Total elongation/%,26.2,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 630 °C and the annealing time was 1.5 h. "
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA645,Tensile strength/MPa,960,MPa,Yield strength/MPa,885,MPa,Total elongation/%,30.6,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 645 °C and the annealing time was 1.5 h."
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA600T,Tensile strength/MPa,1080,MPa,Yield strength/MPa,1045,MPa,Total elongation/%,21.5,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 600  °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. "
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA615T,Tensile strength/MPa,1040,MPa,Yield strength/MPa,1020,MPa,Total elongation/%,22.4,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 615 °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. "
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA630T,Tensile strength/MPa,1035,MPa,Yield strength/MPa,980,MPa,Total elongation/%,26,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 630 °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. "
10.1016/j.msea.2020.140636,"Mechanical properties of samples DQ, DQT, DQA and DQAT.",DQA645T,Tensile strength/MPa,1010,MPa,Yield strength/MPa,960,MPa,Total elongation/%,29.2,%,0,0.0025,0.06,0.0015,0,0,0,0,0.56,0.36,0,0,0,0,0,0.002,0,5.1,0,0,2.1,1.6,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,"The 100 kg steel ingot was prepared using a high-frequency vacuum induction furnace. The ingot was then forged into billets of dimensions ~100 mm × 100 mm. Schematic diagram of rolling and heat treatment process of the experimental steel is shown in Fig. 1 . The billets were hot-rolled to 12 mm steel plates via seven passes, after homogenization at 1200 °C for 2 h. The finish rolling temperature was greater than 1030 °C. Subsequently, the plates were directly quenched to room temperature (RT) and designated as sample DQ (directly quenched). The intercritical annealing process was carried out at 645 °C and the annealing time was 1.5 h. The tempering temperature and time was 500 °C and 2 h, respectively. "
10.1016/j.msea.2019.06.018,"Mean yield strength (YS), ultimate tensile strength (UTS), total elongation, uniform elongation and 28 J transition temperatures including 95% confidence intervals. Yield strength (YS) refers to the stress for 0.2% plastic strain.",0.095C-0.08V-0Ti-15B,UTS (MPa),1226,MPa,YS (MPa),908,MPa,Elongation (%),12.1,%,0,0.0015,0.095,0.004,0.004,0,0,0,0.03,0.2,0,0.006,0,0,0,0.08,1,1,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature."
10.1016/j.msea.2019.06.018,"Mean yield strength (YS), ultimate tensile strength (UTS), total elongation, uniform elongation and 28 J transition temperatures including 95% confidence intervals. Yield strength (YS) refers to the stress for 0.2% plastic strain.",0.095C-0.08V-0.025Ti-15B,UTS (MPa),1264,MPa,YS (MPa),953,MPa,Elongation (%),12.5,%,0,0.0015,0.095,0.003,0.002,0,0,0,0.03,0.2,0,0.003,0,0,0.025,0.08,1,1,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature."
10.1016/j.msea.2019.06.018,"Mean yield strength (YS), ultimate tensile strength (UTS), total elongation, uniform elongation and 28 J transition temperatures including 95% confidence intervals. Yield strength (YS) refers to the stress for 0.2% plastic strain.",0.14C-0.08V-0Ti-15B,UTS (MPa),1404,MPa,YS (MPa),1011,MPa,Elongation (%),11.4,%,0,0.0015,0.14,0.003,0.002,0,0,0,0.03,0.2,0,0.003,0,0,0,0.08,1,1,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature."
10.1016/j.msea.2019.06.018,"Mean yield strength (YS), ultimate tensile strength (UTS), total elongation, uniform elongation and 28 J transition temperatures including 95% confidence intervals. Yield strength (YS) refers to the stress for 0.2% plastic strain.",0.14C-0V-0Ti-15B,UTS (MPa),1384,MPa,YS (MPa),1000,MPa,Elongation (%),11.8,%,0,0.0015,0.14,0.003,0.004,0,0,0,0.03,0.2,0,0.006,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature."
10.1016/j.msea.2019.06.018,"Mean yield strength (YS), ultimate tensile strength (UTS), total elongation, uniform elongation and 28 J transition temperatures including 95% confidence intervals. Yield strength (YS) refers to the stress for 0.2% plastic strain.",0.14C-0.08V-0Ti-0B,UTS (MPa),1351,MPa,YS (MPa),968,MPa,Elongation (%),12.1,%,0,0,0.14,0.005,0.003,0,0,0,0.03,0.2,0,0.006,0,0,0,0.08,1,1,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,"Experimental slabs were hot rolled and directly quenched using a laboratory hot rolling mill. Based on the austenite grain growth studies described below, 55 mm thick slabs were reheated at 1225 °C for 2 h. This was followed by hot rolling with 6 passes to a final plate thickness of 6 mm as detailed in Table 2 . The estimated recrystallization stop temperatures were in the range of 880-890 °C and therefore the 5th and 6th rolling passes were performed below that temperature with the aim of obtaining pancaked austenite prior to direct quenching. Immediately after the final rolling pass at 800 °C the plate was directly quenched in a water bath at room temperature. The cooling rate during direct quenching measured with a thermocouple embedded in the middle of the slab prior to rolling was nearly 100 °C/s until approximately 400-450 °C from where the cooling rate started to slow down to 50 °C/s before reaching room temperature."
10.1007/s11661-014-2267-4,Table III Tensile Properties of Alloys,A,UTS (MPa),991,MPa,YS (MPa),546,MPa,TEL (pct),25,no mentioned,0,0,0.37,0,0,0,0,0,2.49,0.23,0.02,0,0,0,0,0,0,1.99,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The alloy was manufactured as a 34 kg ingot of 100 × 170 × 230 mm dimensions using a vacuum furnace with the composition: The ingot was reheated to 1473 K (1200 °C) for rough rolling to make 25 to 30 mm slabs followed by air cooling. The slabs were then reheated to 1473 K (1200 °C) and hot-rolled with the temperature maintained above 1173 K (900 °C) down to 3 mm thickness. Microstructural evolution was fulfilled on dilatometric samples of dimensions 2 × 3 × 10 mm machined from hot-rolled sheets, using a push-rod BAHR DIL805 high-speed dilatometer with radio frequency induction heating; the equipment has been described elsewhere. According to the dilatometric curves for bainitic transformation (Figure 4), after intercritical annealing at 1073 K (800 °C) for 5 minutes, alloys isothermally held at 603 K (330 °C) for 30 minutes."
10.1007/s11661-014-2267-4,Table III Tensile Properties of Alloys,B,UTS (MPa),1023,MPa,YS (MPa),528,MPa,TEL (pct),22,no mentioned,0,0,0.37,0,0,0,0,0,2.49,0.23,0.02,0,0,0,0,0,0,2.99,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The alloy was manufactured as a 34 kg ingot of 100 × 170 × 230 mm dimensions using a vacuum furnace with the composition: The ingot was reheated to 1473 K (1200 °C) for rough rolling to make 25 to 30 mm slabs followed by air cooling. The slabs were then reheated to 1473 K (1200 °C) and hot-rolled with the temperature maintained above 1173 K (900 °C) down to 3 mm thickness. Microstructural evolution was fulfilled on dilatometric samples of dimensions 2 × 3 × 10 mm machined from hot-rolled sheets, using a push-rod BAHR DIL805 high-speed dilatometer with radio frequency induction heating; the equipment has been described elsewhere. According to the dilatometric curves for bainitic transformation (Figure 4), after intercritical annealing at 1073 K (800 °C) for 5 minutes, alloys isothermally held at 603 K (330 °C) for 90 minutes."
10.1007/s11661-014-2267-4,Table III Tensile Properties of Alloys,C,UTS (MPa),1125,MPa,YS (MPa),479,MPa,TEL (pct),14,no mentioned,0,0,0.37,0,0,0,0,0,2.49,0.23,0.02,0,0,0,0,0,0,3.99,0,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The alloy was manufactured as a 34 kg ingot of 100 × 170 × 230 mm dimensions using a vacuum furnace with the composition: The ingot was reheated to 1473 K (1200 °C) for rough rolling to make 25 to 30 mm slabs followed by air cooling. The slabs were then reheated to 1473 K (1200 °C) and hot-rolled with the temperature maintained above 1173 K (900 °C) down to 3 mm thickness. Microstructural evolution was fulfilled on dilatometric samples of dimensions 2 × 3 × 10 mm machined from hot-rolled sheets, using a push-rod BAHR DIL805 high-speed dilatometer with radio frequency induction heating; the equipment has been described elsewhere. According to the dilatometric curves for bainitic transformation (Figure 4), after intercritical annealing at 1033 K (760 °C) for 5 minutes, alloys isothermally held at 603 K (330 °C) for 30 minutes."
10.1016/j.matdes.2015.06.050,Mechanical properties of 40CrNiMoV and 40CrNiMo steels.,40CrNiMoV,Tensile strength (MPa),1222,MPa,Yield strength (MPa),1128,MPa,Elongation (%),13.6,%,0,0.0003,0.39,0.0022,0,0,0,0,0.039,0.34,0.006,0.004,0,0,0.005,0.089,0.89,0.69,0,0,1.54,0,0,0,0,0,0.005,0.22,0,0,0,0,0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.7 °C/s were selected followed by tempering treatment at 630°C for 1h.
10.1016/j.matdes.2015.06.050,Mechanical properties of 40CrNiMoV and 40CrNiMo steels.,40CrNiMoV,Tensile strength (MPa),1130,MPa,Yield strength (MPa),983,MPa,Elongation (%),13.2,%,0,0.0003,0.39,0.0022,0,0,0,0,0.039,0.34,0.006,0.004,0,0,0.005,0.089,0.89,0.69,0,0,1.54,0,0,0,0,0,0.005,0.22,0,0,0,0,0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.3 °C/s were selected followed by tempering treatment at 630°C for 1h.
10.1016/j.matdes.2015.06.050,Mechanical properties of 40CrNiMoV and 40CrNiMo steels.,40CrNiMo,Tensile strength (MPa),884,MPa,Yield strength (MPa),697,MPa,Elongation (%),15.9,%,0,0.0002,0.43,0.0046,0,0,0,0,0.037,0.35,0.001,0.003,0,0,0.006,0.001,0.78,0.6,0,0,1.51,0,0,0,0,0,0.004,0.2,0,0,0,0,0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.7 °C/s were selected followed by tempering treatment at 630°C for 1h.
10.1016/j.matdes.2015.06.050,Mechanical properties of 40CrNiMoV and 40CrNiMo steels.,40CrNiMo,Tensile strength (MPa),884,MPa,Yield strength (MPa),697,MPa,Elongation (%),15.3,%,0,0.0002,0.43,0.0046,0,0,0,0,0.037,0.35,0.001,0.003,0,0,0.006,0.001,0.78,0.6,0,0,1.51,0,0,0,0,0,0.004,0.2,0,0,0,0,0,0,0,0,The steels used in the experiment were prepared through vacuum induction melting and were forged into 600mm×110mm×35mm plates. Round bar specimens of ∅30mm×105mm were prepared through electric spark line cutting and then machined into standard samples for end quenching test. The austenitising temperature of the test steels was 860°C and cooling rates of 0.3 °C/s were selected followed by tempering treatment at 630°C for 1h.
