DOIs,title,abstract,Table_topic,Material,Tensile_name,Tensile_value,Tensile_unit,Yield_name,Yield_value,Yield_unit,Elongation_name,Elongation_value,Elongation_unit,H,B,C,N,O,F,Na,Mg,Al,Si,P,S,Cl,Ca,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn,As,Y,Zr,Nb,Mo,Sn,Sb,La,Ce,Ta,W,Pb,Bi,Text
10.1016/j.matdes.2014.02.009,Microalloying effects on microstructure and mechanical properties of 18Cr-2Mo ferritic stainless steel heavy plates,"The microstructure, including grain size and precipitation, tensile strength and Charpy impact toughness of (Nb + V) 18Cr-2Mo ferritic stainless steel heavy plates with/without Ti were investigated by means of optical microscopy, scanning electron microscopy, transmission electron microscopy, X-ray diffraction and standard tensile strength and Charpy impact toughness testing. It was found that for 18Cr-2Mo heavy plate, a good combination of Nb-V stabilized method without Ti induces refinement of grain sizes due to the precipitation of amounts of fine Nb carbonitrides and V nitrides. Meanwhile, the mechanical testing results indicate that optimal transformation of grain size, precipitation that Nb-V composition system brings to 18Cr-2Mo heavy plate is beneficial to improvement of strength and impact toughness. (C) 2014 Elsevier Ltd. All rights reserved.",Tensile properties of the studied 18Cr-2Mo steels.,FSS-1#,UTS (MPa),470,MPa,YS (MPa),337.5,MPa,Elongation (%),32,%,0,0,0.0047,0.0105,0,0,0,0,0,0.093,0,0,0,0,0,0.14,17.83,0.09,0,0,0,0,0,0,0,0,0.15,1.81,0,0,0,0,0,0,0,0,"The 18Cr-2Mo FSSs used in this study were melted in a 50kg vacuum induction furnace. The casting ingots with a diameter of 120mm were hot forged into the size of 30mm×250mm×200mm (thickness×width×length), hot rolled into 6mm plate, and annealed at 950°C for 30min, followed by cooling in the air. The chemical compositions of the 18Cr-2Mo steels measured are listed in Table 1 ."
10.1016/j.matdes.2014.02.009,Microalloying effects on microstructure and mechanical properties of 18Cr-2Mo ferritic stainless steel heavy plates,"The microstructure, including grain size and precipitation, tensile strength and Charpy impact toughness of (Nb + V) 18Cr-2Mo ferritic stainless steel heavy plates with/without Ti were investigated by means of optical microscopy, scanning electron microscopy, transmission electron microscopy, X-ray diffraction and standard tensile strength and Charpy impact toughness testing. It was found that for 18Cr-2Mo heavy plate, a good combination of Nb-V stabilized method without Ti induces refinement of grain sizes due to the precipitation of amounts of fine Nb carbonitrides and V nitrides. Meanwhile, the mechanical testing results indicate that optimal transformation of grain size, precipitation that Nb-V composition system brings to 18Cr-2Mo heavy plate is beneficial to improvement of strength and impact toughness. (C) 2014 Elsevier Ltd. All rights reserved.",Tensile properties of the studied 18Cr-2Mo steels.,FSS-2#,UTS (MPa),442.5,MPa,YS (MPa),302.5,MPa,Elongation (%),33,%,0,0,0.0046,0.0101,0,0,0,0,0,0.08,0,0,0,0,0.05,0.11,17.95,0.081,0,0,0,0,0,0,0,0,0.15,1.78,0,0,0,0,0,0,0,0,"The 18Cr-2Mo FSSs used in this study were melted in a 50kg vacuum induction furnace. The casting ingots with a diameter of 120mm were hot forged into the size of 30mm×250mm×200mm (thickness×width×length), hot rolled into 6mm plate, and annealed at 950°C for 30min, followed by cooling in the air. The chemical compositions of the 18Cr-2Mo steels measured are listed in Table 1 ."
10.1016/j.msea.2015.01.076,Effect of deformation temperature on the ductile-brittle transition behavior of a modified 9Cr-1Mo steel,"A modified 9Cr-1Mo steel received in normalized and tempered condition has been subjected to four different hot-rolling treatments at different rolling temperatures (1050 degrees C, 1000 degrees C, 950 degrees C and 875 degrees C) applying a constant true strain of similar to 0.7. The rolled plates were tempered and tested for tensile and Charpy impact properties following standard procedures. Hot-rolling increased the strength by more than 100 MPa, but reduced the ductility of the steel by more than 10%. The ductile-to-brittle transition temperature (DBTT) was found to increase by more than 25 degrees C after hot-rolling as compared to As-received steel. Among the rolled samples, the plates rolled at 950 degrees C and 1050 degrees C showed higher upper shelf energy (comparable to As-received steel), whilst the plate rolled at 1050 degrees C showed the lowest DBTT. In terms of superior strength-toughness combination rolling at 1050 degrees C can be considered to be optimum. The results have been analyzed considering the effect of rolling on parameters related to the microstructure and crystallographic texture of the steel, such as, effective grain size, ferrite fraction, fraction of low-angle boundaries, fraction of cleavage planes on the main fracture plane and the fraction of slip planes along the 45 to the main fracture plane. (C) 2015 Elsevier B.V. All rights reserved.",Tensile properties of the investigated samples.,As-received,UTS (MPa),747,MPa,YS (MPa),609,MPa,Total elongation (%),28,%,0,0,0.1,0.05,0,0,0,0,0.01,0.21,0.016,0.005,0,0,0.003,0.2,8.94,0.41,0,0,0.2,0.06,0,0,0,0,0.08,0.86,0,0,0,0,0,0,0,0,"A small block (20mm×15mm×10mm) was cut from an ‘As-received' plate and was subjected to 15 pass deformation schedule in plane-strain compression mode inside Gleeble 3500® simulator with true strain of 0.1 per pass starting from 1125°C down to 775°C with an interval of 25°C at the cooling rate of 1°C/s, Fig. 1(a). Blocks of 200mm×125mm×25mm size taken out from the As-received plates were subjected to soaking treatment (1130°C for 1h) . "
10.1016/j.msea.2015.01.076,Effect of deformation temperature on the ductile-brittle transition behavior of a modified 9Cr-1Mo steel,"A modified 9Cr-1Mo steel received in normalized and tempered condition has been subjected to four different hot-rolling treatments at different rolling temperatures (1050 degrees C, 1000 degrees C, 950 degrees C and 875 degrees C) applying a constant true strain of similar to 0.7. The rolled plates were tempered and tested for tensile and Charpy impact properties following standard procedures. Hot-rolling increased the strength by more than 100 MPa, but reduced the ductility of the steel by more than 10%. The ductile-to-brittle transition temperature (DBTT) was found to increase by more than 25 degrees C after hot-rolling as compared to As-received steel. Among the rolled samples, the plates rolled at 950 degrees C and 1050 degrees C showed higher upper shelf energy (comparable to As-received steel), whilst the plate rolled at 1050 degrees C showed the lowest DBTT. In terms of superior strength-toughness combination rolling at 1050 degrees C can be considered to be optimum. The results have been analyzed considering the effect of rolling on parameters related to the microstructure and crystallographic texture of the steel, such as, effective grain size, ferrite fraction, fraction of low-angle boundaries, fraction of cleavage planes on the main fracture plane and the fraction of slip planes along the 45 to the main fracture plane. (C) 2015 Elsevier B.V. All rights reserved.",Tensile properties of the investigated samples.,1050-HR,UTS (MPa),893.4,MPa,YS (MPa),797.1,MPa,Total elongation (%),15.4,%,0,0,0.1,0.05,0,0,0,0,0.01,0.21,0.016,0.005,0,0,0.003,0.2,8.94,0.41,0,0,0.2,0.06,0,0,0,0,0.08,0.86,0,0,0,0,0,0,0,0,"A small block (20mm×15mm×10mm) was cut from an ‘As-received' plate and was subjected to 15 pass deformation schedule in plane-strain compression mode inside Gleeble 3500® simulator with true strain of 0.1 per pass starting from 1125°C down to 775°C with an interval of 25°C at the cooling rate of 1°C/s, Fig. 1(a). Blocks of 200mm×125mm×25mm size taken out from the As-received plates were subjected to soaking treatment (1130°C for 1h) followed by hot-rolling at four different deformation temperatures: 1050°C, Fig. 2. The deformation was applied in single rolling pass using ~50% strain (true strain of ~0.7), reducing 25mm As-received plate to 12.5mm thick rolled plates, over a temperature range (~30°C) and the finish rolling temperatures are reported above."
10.1016/j.msea.2015.01.076,Effect of deformation temperature on the ductile-brittle transition behavior of a modified 9Cr-1Mo steel,"A modified 9Cr-1Mo steel received in normalized and tempered condition has been subjected to four different hot-rolling treatments at different rolling temperatures (1050 degrees C, 1000 degrees C, 950 degrees C and 875 degrees C) applying a constant true strain of similar to 0.7. The rolled plates were tempered and tested for tensile and Charpy impact properties following standard procedures. Hot-rolling increased the strength by more than 100 MPa, but reduced the ductility of the steel by more than 10%. The ductile-to-brittle transition temperature (DBTT) was found to increase by more than 25 degrees C after hot-rolling as compared to As-received steel. Among the rolled samples, the plates rolled at 950 degrees C and 1050 degrees C showed higher upper shelf energy (comparable to As-received steel), whilst the plate rolled at 1050 degrees C showed the lowest DBTT. In terms of superior strength-toughness combination rolling at 1050 degrees C can be considered to be optimum. The results have been analyzed considering the effect of rolling on parameters related to the microstructure and crystallographic texture of the steel, such as, effective grain size, ferrite fraction, fraction of low-angle boundaries, fraction of cleavage planes on the main fracture plane and the fraction of slip planes along the 45 to the main fracture plane. (C) 2015 Elsevier B.V. All rights reserved.",Tensile properties of the investigated samples.,1000-HR,UTS (MPa),859.2,MPa,YS (MPa),764.2,MPa,Total elongation (%),15.7,%,0,0,0.1,0.05,0,0,0,0,0.01,0.21,0.016,0.005,0,0,0.003,0.2,8.94,0.41,0,0,0.2,0.06,0,0,0,0,0.08,0.86,0,0,0,0,0,0,0,0,"A small block (20mm×15mm×10mm) was cut from an ‘As-received' plate and was subjected to 15 pass deformation schedule in plane-strain compression mode inside Gleeble 3500® simulator with true strain of 0.1 per pass starting from 1125°C down to 775°C with an interval of 25°C at the cooling rate of 1°C/s, Fig. 1(a). Blocks of 200mm×125mm×25mm size taken out from the As-received plates were subjected to soaking treatment (1130°C for 1h) followed by hot-rolling at four different deformation temperatures: 1000°C (both above T NR), Fig. 2. The deformation was applied in single rolling pass using ~50% strain (true strain of ~0.7), reducing 25mm As-received plate to 12.5mm thick rolled plates, over a temperature range (~30°C) and the finish rolling temperatures are reported above."
10.1016/j.msea.2015.01.076,Effect of deformation temperature on the ductile-brittle transition behavior of a modified 9Cr-1Mo steel,"A modified 9Cr-1Mo steel received in normalized and tempered condition has been subjected to four different hot-rolling treatments at different rolling temperatures (1050 degrees C, 1000 degrees C, 950 degrees C and 875 degrees C) applying a constant true strain of similar to 0.7. The rolled plates were tempered and tested for tensile and Charpy impact properties following standard procedures. Hot-rolling increased the strength by more than 100 MPa, but reduced the ductility of the steel by more than 10%. The ductile-to-brittle transition temperature (DBTT) was found to increase by more than 25 degrees C after hot-rolling as compared to As-received steel. Among the rolled samples, the plates rolled at 950 degrees C and 1050 degrees C showed higher upper shelf energy (comparable to As-received steel), whilst the plate rolled at 1050 degrees C showed the lowest DBTT. In terms of superior strength-toughness combination rolling at 1050 degrees C can be considered to be optimum. The results have been analyzed considering the effect of rolling on parameters related to the microstructure and crystallographic texture of the steel, such as, effective grain size, ferrite fraction, fraction of low-angle boundaries, fraction of cleavage planes on the main fracture plane and the fraction of slip planes along the 45 to the main fracture plane. (C) 2015 Elsevier B.V. All rights reserved.",Tensile properties of the investigated samples.,950-HR,UTS (MPa),966.7,MPa,YS (MPa),811.6,MPa,Total elongation (%),11.5,%,0,0,0.1,0.05,0,0,0,0,0.01,0.21,0.016,0.005,0,0,0.003,0.2,8.94,0.41,0,0,0.2,0.06,0,0,0,0,0.08,0.86,0,0,0,0,0,0,0,0,"A small block (20mm×15mm×10mm) was cut from an ‘As-received' plate and was subjected to 15 pass deformation schedule in plane-strain compression mode inside Gleeble 3500® simulator with true strain of 0.1 per pass starting from 1125°C down to 775°C with an interval of 25°C at the cooling rate of 1°C/s, Fig. 1(a). Blocks of 200mm×125mm×25mm size taken out from the As-received plates were subjected to soaking treatment (1130°C for 1h) followed by hot-rolling at four different deformation temperatures: 950°C (around T NR), Fig. 2. The deformation was applied in single rolling pass using ~50% strain (true strain of ~0.7), reducing 25mm As-received plate to 12.5mm thick rolled plates, over a temperature range (~30°C) and the finish rolling temperatures are reported above."
10.1016/j.msea.2015.01.076,Effect of deformation temperature on the ductile-brittle transition behavior of a modified 9Cr-1Mo steel,"A modified 9Cr-1Mo steel received in normalized and tempered condition has been subjected to four different hot-rolling treatments at different rolling temperatures (1050 degrees C, 1000 degrees C, 950 degrees C and 875 degrees C) applying a constant true strain of similar to 0.7. The rolled plates were tempered and tested for tensile and Charpy impact properties following standard procedures. Hot-rolling increased the strength by more than 100 MPa, but reduced the ductility of the steel by more than 10%. The ductile-to-brittle transition temperature (DBTT) was found to increase by more than 25 degrees C after hot-rolling as compared to As-received steel. Among the rolled samples, the plates rolled at 950 degrees C and 1050 degrees C showed higher upper shelf energy (comparable to As-received steel), whilst the plate rolled at 1050 degrees C showed the lowest DBTT. In terms of superior strength-toughness combination rolling at 1050 degrees C can be considered to be optimum. The results have been analyzed considering the effect of rolling on parameters related to the microstructure and crystallographic texture of the steel, such as, effective grain size, ferrite fraction, fraction of low-angle boundaries, fraction of cleavage planes on the main fracture plane and the fraction of slip planes along the 45 to the main fracture plane. (C) 2015 Elsevier B.V. All rights reserved.",Tensile properties of the investigated samples.,875-HR,UTS (MPa),800.6,MPa,YS (MPa),686.3,MPa,Total elongation (%),14,%,0,0,0.1,0.05,0,0,0,0,0.01,0.21,0.016,0.005,0,0,0.003,0.2,8.94,0.41,0,0,0.2,0.06,0,0,0,0,0.08,0.86,0,0,0,0,0,0,0,0,"A small block (20mm×15mm×10mm) was cut from an ‘As-received' plate and was subjected to 15 pass deformation schedule in plane-strain compression mode inside Gleeble 3500® simulator with true strain of 0.1 per pass starting from 1125°C down to 775°C with an interval of 25°C at the cooling rate of 1°C/s, Fig. 1(a). Blocks of 200mm×125mm×25mm size taken out from the As-received plates were subjected to soaking treatment (1130°C for 1h) followed by hot-rolling at four different deformation temperatures: 875°C (below T NR), Fig. 2. The deformation was applied in single rolling pass using ~50% strain (true strain of ~0.7), reducing 25mm As-received plate to 12.5mm thick rolled plates, over a temperature range (~30°C) and the finish rolling temperatures are reported above."
10.1016/j.jmst.2019.05.009,Microstructure evolution of in-situ nanoparticles and its comprehensive effect on high strength steel,"A novel steel strengthened by nanoparticles was investigated in this study. A Fe-based high-strength steel was developed by the trace-element regional supply method during deoxidization to generate in situ nanoparticles with a high number density in the matrix. The results show that the endogenous nanoparticles are aluminum oxide (Al2O3) and titanium oxide (Ti3O5) formed in the liquid melt. Al2O3 functioned as a heterogeneous nucleation site for MnS during solidification; the size of the resultant complex inclusions was approximately 1-2 mu m. Furthermore. 13 nm Nb(C,N) precipitates grew with the Ti3O5 during the tempering process. These in situ nanoparticles strongly affected refining of the grain and inclusions. The investigated steel was strengthened more than 200 MPa by precipitation strengthening and more than 265 MPa by grain refinement strengthening according to the Ashby-Orowan mechanism and the Hall-Petch relationship, respectively. (C) 2019 Published by Elsevier Ltd on behalf of The editorial office of Journal of Materials Science & Technology.",Mechanical properties of the steel used in this study and the HSLA-100 reported in Ref. [2].,This study,Ultimate tensile strength (MPa),1047,MPa,"Yield strength, (MPa)",1008,MPa,Elongation (%),18,%,0,0,0.05,0,0,0,0,0,0.05,0.3,0.007,0.0015,0,0,0.05,0.03,0.53,1.1,0,0,3.5,0,0,0,0,0,0.05,0.5,0,0,0,0,0,0,0,0,"As shown in Table 1 , the investigated steel in this study was prepared with alloy compositions based on those of HSLA-100 steel . The steel was melted in a vacuum melting furnace. The as-cast ingot was austenitized at 1100 °C for 2 h and then hot-rolled into 30-mm-thick plates in 11 passes, followed by slow cooling in a burial pit. The hot-rolled plate was subsequently cut from several locations into blocks 110 mm long (rolling direction), 30 mm wide, and 15 mm thick. These blocks were maintained at 860 °C for 1 h, immediately water quenched, maintained at 760 °C for 1 h, secondarily water quenched, and then finally tempered at 480 °C for 1 h."
10.1016/j.msea.2021.142115,Austenite transformation and deformation behavior of a cold-rolled medium-Mn steel under different annealing temperatures,"In this study, the austenite transformation in a cold-rolled medium-Mn steel (MMnS; 7 wt% Mn) was adjusted by inter-critical annealing (IA) at 680 degrees C (above the Ac1 temperature) and by partition annealing (PA) at 650 degrees C (below the Ac1 temperature). The deformation behavior associated with the microstructural evolution, and crystallographic changes were investigated using in situ synchrotron X-ray diffraction during tensile deformation. Electron backscatter diffraction was used to characterize the microstructure. A considerable amount of austenite (approximately 30 and 20 vol%) was promoted by reversion transformation during the IA and PA treatments, respectively. The difference in deformation behaviors between the IA and PA specimens was attributed to the different mechanical stabilities of the reverted austenite. The relatively low mechanical stability of retained austenite (RA), due to less Mn enrichment during IA, led to a pronounced activation of the transformation induced plasticity effect, which improved the strain hardening capacity, the ultimate tensile strength, and total elongation. However, the low recovered/recrystallized fraction of the ferrite phase resulting from PA contributed to a significant increase in the yield strength. The current understanding of the characteristics and mechanical stability of RA induced by annealing at different temperatures below and above the Ac1 temperature will help in further optimizing annealing parameters to achieve better mechanical properties for MMnS.",Tensile properties of the IA and PA specimens.,IA,Ultimate tensile strength (UTS)(Rm)/MPa,1076,MPa,Yield strength/MPa,945,MPa,Total Elongation (TE)(A5)/%,8.3,%,0,0,0.052,0.011,0,0,0,0,1.39,1.4,0.012,0.015,0,0,0,0,0,7.12,0,0,1.42,1.57,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,"The forged 100 × 100 mm2 billets were first hot-rolled into 2 mm-thick sheets and then cold rolled to a final thickness of 1 mm. The thickness of the cold-rolled plates was reduced from 2 to 1 mm in seven rolling passes, with a thickness reduction of 10-15% per pass. No inter-deformation annealing was performed. The specimens required for further investigation were wire-cut from the cold-rolled sheets along the rolling direction (RD). Based on the dilatometry measurements, two different annealing heat treatments were conducted, namely IA at 680 °C (within the IA temperature range) for 30 min in a muffle furnace."
10.1016/j.msea.2021.142115,Austenite transformation and deformation behavior of a cold-rolled medium-Mn steel under different annealing temperatures,"In this study, the austenite transformation in a cold-rolled medium-Mn steel (MMnS; 7 wt% Mn) was adjusted by inter-critical annealing (IA) at 680 degrees C (above the Ac1 temperature) and by partition annealing (PA) at 650 degrees C (below the Ac1 temperature). The deformation behavior associated with the microstructural evolution, and crystallographic changes were investigated using in situ synchrotron X-ray diffraction during tensile deformation. Electron backscatter diffraction was used to characterize the microstructure. A considerable amount of austenite (approximately 30 and 20 vol%) was promoted by reversion transformation during the IA and PA treatments, respectively. The difference in deformation behaviors between the IA and PA specimens was attributed to the different mechanical stabilities of the reverted austenite. The relatively low mechanical stability of retained austenite (RA), due to less Mn enrichment during IA, led to a pronounced activation of the transformation induced plasticity effect, which improved the strain hardening capacity, the ultimate tensile strength, and total elongation. However, the low recovered/recrystallized fraction of the ferrite phase resulting from PA contributed to a significant increase in the yield strength. The current understanding of the characteristics and mechanical stability of RA induced by annealing at different temperatures below and above the Ac1 temperature will help in further optimizing annealing parameters to achieve better mechanical properties for MMnS.",Tensile properties of the IA and PA specimens.,IA-repeat test,Ultimate tensile strength (UTS)(Rm)/MPa,1071,MPa,Yield strength/MPa,955,MPa,Total Elongation (TE)(A5)/%,7.8,%,0,0,0.052,0.011,0,0,0,0,1.39,1.4,0.012,0.015,0,0,0,0,0,7.12,0,0,1.42,1.57,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,"The forged 100 × 100 mm2 billets were first hot-rolled into 2 mm-thick sheets and then cold rolled to a final thickness of 1 mm. The thickness of the cold-rolled plates was reduced from 2 to 1 mm in seven rolling passes, with a thickness reduction of 10-15% per pass. No inter-deformation annealing was performed. The specimens required for further investigation were wire-cut from the cold-rolled sheets along the rolling direction (RD). Based on the dilatometry measurements, two different annealing heat treatments were conducted, namely IA at 680 °C (within the IA temperature range) for 30 min in a muffle furnace."
10.1016/j.msea.2021.142115,Austenite transformation and deformation behavior of a cold-rolled medium-Mn steel under different annealing temperatures,"In this study, the austenite transformation in a cold-rolled medium-Mn steel (MMnS; 7 wt% Mn) was adjusted by inter-critical annealing (IA) at 680 degrees C (above the Ac1 temperature) and by partition annealing (PA) at 650 degrees C (below the Ac1 temperature). The deformation behavior associated with the microstructural evolution, and crystallographic changes were investigated using in situ synchrotron X-ray diffraction during tensile deformation. Electron backscatter diffraction was used to characterize the microstructure. A considerable amount of austenite (approximately 30 and 20 vol%) was promoted by reversion transformation during the IA and PA treatments, respectively. The difference in deformation behaviors between the IA and PA specimens was attributed to the different mechanical stabilities of the reverted austenite. The relatively low mechanical stability of retained austenite (RA), due to less Mn enrichment during IA, led to a pronounced activation of the transformation induced plasticity effect, which improved the strain hardening capacity, the ultimate tensile strength, and total elongation. However, the low recovered/recrystallized fraction of the ferrite phase resulting from PA contributed to a significant increase in the yield strength. The current understanding of the characteristics and mechanical stability of RA induced by annealing at different temperatures below and above the Ac1 temperature will help in further optimizing annealing parameters to achieve better mechanical properties for MMnS.",Tensile properties of the IA and PA specimens.,PA,Ultimate tensile strength (UTS)(Rm)/MPa,1037,MPa,Yield strength/MPa,1032,MPa,Total Elongation (TE)(A5)/%,4.9,%,0,0,0.052,0.011,0,0,0,0,1.39,1.4,0.012,0.015,0,0,0,0,0,7.12,0,0,1.42,1.57,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,"The forged 100 × 100 mm2 billets were first hot-rolled into 2 mm-thick sheets and then cold rolled to a final thickness of 1 mm. The thickness of the cold-rolled plates was reduced from 2 to 1 mm in seven rolling passes, with a thickness reduction of 10-15% per pass. No inter-deformation annealing was performed. The specimens required for further investigation were wire-cut from the cold-rolled sheets along the rolling direction (RD). Based on the dilatometry measurements, two different annealing heat treatments were conducted, namely PA at 650 °C (below the Ac1 temperature) for 30 min in a muffle furnace."
10.1016/j.msea.2021.142115,Austenite transformation and deformation behavior of a cold-rolled medium-Mn steel under different annealing temperatures,"In this study, the austenite transformation in a cold-rolled medium-Mn steel (MMnS; 7 wt% Mn) was adjusted by inter-critical annealing (IA) at 680 degrees C (above the Ac1 temperature) and by partition annealing (PA) at 650 degrees C (below the Ac1 temperature). The deformation behavior associated with the microstructural evolution, and crystallographic changes were investigated using in situ synchrotron X-ray diffraction during tensile deformation. Electron backscatter diffraction was used to characterize the microstructure. A considerable amount of austenite (approximately 30 and 20 vol%) was promoted by reversion transformation during the IA and PA treatments, respectively. The difference in deformation behaviors between the IA and PA specimens was attributed to the different mechanical stabilities of the reverted austenite. The relatively low mechanical stability of retained austenite (RA), due to less Mn enrichment during IA, led to a pronounced activation of the transformation induced plasticity effect, which improved the strain hardening capacity, the ultimate tensile strength, and total elongation. However, the low recovered/recrystallized fraction of the ferrite phase resulting from PA contributed to a significant increase in the yield strength. The current understanding of the characteristics and mechanical stability of RA induced by annealing at different temperatures below and above the Ac1 temperature will help in further optimizing annealing parameters to achieve better mechanical properties for MMnS.",Tensile properties of the IA and PA specimens.,PA-repeat test,Ultimate tensile strength (UTS)(Rm)/MPa,1027,MPa,Yield strength/MPa,1024,MPa,Total Elongation (TE)(A5)/%,4.3,%,0,0,0.052,0.011,0,0,0,0,1.39,1.4,0.012,0.015,0,0,0,0,0,7.12,0,0,1.42,1.57,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,"The forged 100 × 100 mm2 billets were first hot-rolled into 2 mm-thick sheets and then cold rolled to a final thickness of 1 mm. The thickness of the cold-rolled plates was reduced from 2 to 1 mm in seven rolling passes, with a thickness reduction of 10-15% per pass. No inter-deformation annealing was performed. The specimens required for further investigation were wire-cut from the cold-rolled sheets along the rolling direction (RD). Based on the dilatometry measurements, two different annealing heat treatments were conducted, namely PA at 650 °C (below the Ac1 temperature) for 30 min in a muffle furnace."
10.1016/j.matdes.2009.03.026,"Relation among rolling parameters, microstructures and mechanical properties in an acicular ferrite pipeline steel","The correlation among thermo-mechanical controlled processing (TMCP) parameters, microstructures and mechanical properties of an acicular ferrite (AF) pipeline steel was investigated in this study. The steel was hot rolled by four different kinds of TMCP to obtain different AF microstructures, and the corresponding mechanical properties were analyzed. Electron backscatter diffraction (EBSD) analysis was conducted to determine the effective grain size (EGS) in the steel. It was found that the EGS in the steel reduced obviously with decrease of the finish rolling temperature (FRT), but little changed with the cooling rate (CR) and the simulated coiling temperature (SCT). Additionally, the fraction of low angle grain boundaries (LAGBs) increased with increasing CR in the experimental range. It was shown that yield strength of the steel was enhanced by the increased CR and SCT, and reduced FRT, which were corresponding with the increases of LAGB fraction and precipitated carbonitrides as well as the decrease of EGS, respectively. Charpy impact results showed that the low temperature toughness of the steel with FRT about 40 degrees C above Ar-3 tended to be the best, which was in good accordance with the highest fraction of high angle grain boundaries (HAGBs), but seemed not to be related with the EGS. (C) 2009 Elsevier Ltd. All rights reserved.",Tensile properties of the experimental steels.,A,Tensile strength (MPa),627,MPa,Yield strength (MPa),545,MPa,Elongation (Pct),23.9,no mentioned,0,0,0.025,0,0,0,0,0,0,0.24,0,0,0,0,0,0.019,0,1.56,0,0,0,0,0,0,0,0,0.039,0.32,0,0,0,0,0,0,0,0,"The materials, 70×78×80mm in size, for hot rolling were cut from the forged slabs. The hot rolling was carried out on a pilot rolling mill with 370mm diameter twin rolls. According to the previous work, the continuous cooling transformation (CCT) diagrams of the experimental steel measured by Formastor-F and Gleeble-3500 , the parameters for TMCP were designed as designated in Fig. 1 and measured as listed in Table 2 . The materials were heated at 1056°C for 50min and hot rolled from 70mm to 7mm thick plates by seven steps. The finish rolling temperature (FRT) was chosen as 854°C. In order to obtain AF microstructure, the cooling rate (CR) was chosen to be about 21°C/s. The simulated coiling temperature (SCT) was 600 °C."
10.1016/j.matdes.2009.03.026,"Relation among rolling parameters, microstructures and mechanical properties in an acicular ferrite pipeline steel","The correlation among thermo-mechanical controlled processing (TMCP) parameters, microstructures and mechanical properties of an acicular ferrite (AF) pipeline steel was investigated in this study. The steel was hot rolled by four different kinds of TMCP to obtain different AF microstructures, and the corresponding mechanical properties were analyzed. Electron backscatter diffraction (EBSD) analysis was conducted to determine the effective grain size (EGS) in the steel. It was found that the EGS in the steel reduced obviously with decrease of the finish rolling temperature (FRT), but little changed with the cooling rate (CR) and the simulated coiling temperature (SCT). Additionally, the fraction of low angle grain boundaries (LAGBs) increased with increasing CR in the experimental range. It was shown that yield strength of the steel was enhanced by the increased CR and SCT, and reduced FRT, which were corresponding with the increases of LAGB fraction and precipitated carbonitrides as well as the decrease of EGS, respectively. Charpy impact results showed that the low temperature toughness of the steel with FRT about 40 degrees C above Ar-3 tended to be the best, which was in good accordance with the highest fraction of high angle grain boundaries (HAGBs), but seemed not to be related with the EGS. (C) 2009 Elsevier Ltd. All rights reserved.",Tensile properties of the experimental steels.,B,Tensile strength (MPa),630,MPa,Yield strength (MPa),572,MPa,Elongation (Pct),23.6,no mentioned,0,0,0.025,0,0,0,0,0,0,0.24,0,0,0,0,0,0.019,0,1.56,0,0,0,0,0,0,0,0,0.039,0.32,0,0,0,0,0,0,0,0,"The materials, 70×78×80mm in size, for hot rolling were cut from the forged slabs. The hot rolling was carried out on a pilot rolling mill with 370mm diameter twin rolls. According to the previous work, the continuous cooling transformation (CCT) diagrams of the experimental steel measured by Formastor-F and Gleeble-3500 , the parameters for TMCP were designed as designated in Fig. 1 and measured as listed in Table 2 . The materials were heated at 1060°C for 50min and hot rolled from 70mm to 7mm thick plates by seven steps. The finish rolling temperature (FRT) was chosen as 800°C. In order to obtain AF microstructure, the cooling rate (CR) was chosen to be about 18°C/s. The simulated coiling temperature (SCT) was 500 °C."
